chr	start	end	strand	gene
chr20	44529780	44533780	+	PKIG
chr20	44399238	44403238	+	HNF4A
chr20	44958397	44962397	-	TOMM34
chr20	44353698	44357698	+	HNF4A
chr20	44529874	44533874	+	PKIG
chr20	45855613	45859613	+	ZSWIM3
chr20	45629284	45633284	-	WFDC9
chr20	46682485	46686485	-	SLC13A3
chr20	46404615	46408615	-	ELMO2
chr20	46306498	46310498	-	CDH22
chr20	46405051	46409051	-	ELMO2
chr20	47354699	47358699	-	ZMYND8
chr20	47499886	47503886	+	NCOA3
chr20	47349749	47353749	-	ZMYND8
chr20	47354889	47358889	-	ZMYND8
chr20	47784616	47788616	-	SULF2
chr20	47784064	47788064	-	SULF2
chr20	47354436	47358436	-	ZMYND8
chr20	48919710	48923710	+	ARFGEF2
chr20	48825999	48829999	-	PREX1
chr20	49186370	49190370	-	STAU1
chr20	49217295	49221295	-	STAU1
chr20	49186334	49190334	-	STAU1
chr20	49566137	49570137	-	PTGIS
chr20	49711878	49715878	-	B4GALT5
chr20	49934396	49938396	+	RNF114
chr20	49480668	49484668	-	KCNB1
chr20	50689542	50693542	-	RIPOR3
chr20	50792893	50796893	+	BCAS4
chr20	50634918	50638918	-	RIPOR3
chr20	50793060	50797060	+	BCAS4
chr20	52189779	52193779	-	ZFP64
chr20	51540719	51544719	-	NFATC2
chr20	51560839	51564839	-	NFATC2
chr20	51766390	51770390	-	ATP9A
chr20	52189985	52193985	-	ZFP64
chr20	54068765	54072765	-	BCAS1
chr20	54068594	54072594	-	BCAS1
chr20	54057020	54061020	-	BCAS1
chr20	56466584	56470584	+	RTF2
chr20	56356973	56360973	+	FAM210B
chr20	56466626	56470626	+	RTF2
chr20	56523925	56527925	-	GCNT7
chr20	58307714	58311714	+	RAB22A
chr20	58839619	58843619	+	GNAS
chr20	58979255	58983255	+	NELFCD
chr20	58837747	58841747	+	GNAS
chr20	59121387	59125387	+	ZNF831
chr20	59161820	59165820	+	ZNF831
chr20	59931637	59935637	-	SYCP2
chr20	62236520	62240520	+	OSBPL2
chr20	62640502	62644502	+	SLCO4A1
chr20	62405283	62409283	-	CABLES2
chr20	62063810	62067810	-	TAF4
chr20	62120474	62124474	+	LSM14B
chr20	63470655	63474655	-	KCNQ2
chr20	63291185	63295185	+	COL20A1
chr20	63572239	63576239	-	HELZ2
chr20	63705976	63709976	-	ARFRP1
chr20	63705853	63709853	-	ARFRP1
chr20	63706013	63710013	-	ARFRP1
chr20	64078081	64082081	+	OPRL1
chr20	64082998	64086998	+	OPRL1
chr20	64162451	64166451	+	MYT1
chr20	64090687	64094687	+	OPRL1
chr20	85671	89671	+	DEFB125
chr20	140589	144589	+	DEFB126
chr20	187711	191711	-	DEFB128
chr20	155453	159453	+	DEFB127
chr20	225257	229257	+	DEFB129
chr20	255723	259723	+	DEFB132
chr20	345110	349110	+	NRSN2
chr20	323570	327570	+	SOX12
chr20	288778	292778	-	C20orf96
chr20	345904	349904	+	NRSN2
chr20	295569	299569	+	ZCCHC3
chr20	288750	292750	-	C20orf96
chr20	460533	464533	-	TBC1D20
chr20	406298	410298	+	RBCK1
chr20	406049	410049	+	RBCK1
chr20	651200	655200	-	SRXN1
chr20	608266	612266	-	TCF15
chr20	766500	770500	-	SLC52A3
chr20	673802	677802	-	SCRT2
chr20	773985	777985	-	SLC52A3
chr20	842642	846642	+	FAM110A
chr20	914334	918334	-	ANGPT4
chr20	831714	835714	+	FAM110A
chr20	839274	843274	+	FAM110A
chr20	834052	838052	+	FAM110A
chr20	1000311	1004311	-	RSPO4
chr20	1116601	1120601	+	PSMF1
chr20	1111262	1115262	+	PSMF1
chr20	1111228	1115228	+	PSMF1
chr20	1183920	1187920	-	TMEM74B
chr20	1182675	1186675	-	TMEM74B
chr20	1182473	1186473	-	TMEM74B
chr20	1201453	1205453	+	C20orf202
chr20	1224043	1228043	+	RAD21L1
chr20	1264293	1268293	+	SNPH
chr20	1230970	1234970	+	RAD21L1
chr20	1391172	1395172	-	FKBP1A
chr20	1391054	1395054	-	FKBP1A
chr20	1465692	1469692	-	NSFL1C
chr20	1489420	1493420	-	SIRPB2
chr20	1555705	1559705	-	SIRPD
chr20	1655779	1659779	-	SIRPG
chr20	1892741	1896741	+	SIRPA
chr20	1892166	1896166	+	SIRPA
chr20	1893406	1897406	+	SIRPA
chr20	1992058	1996058	-	PDYN
chr20	1990806	1994806	-	PDYN
chr20	1991748	1995748	-	PDYN
chr20	1992285	1996285	-	PDYN
chr20	2099826	2103826	+	STK35
chr20	2294000	2298000	+	TGM3
chr20	2378900	2382900	+	TGM6
chr20	2468789	2472789	-	SNRPB
chr20	2662216	2666216	-	IDH3B
chr20	2662223	2666223	-	IDH3B
chr20	2650631	2654631	+	NOP56
chr20	2838696	2842696	+	VPS16
chr20	2814301	2818301	+	TMEM239
chr20	2798627	2802627	-	CPXM1
chr20	2814363	2818363	+	TMEM239
chr20	2813010	2817010	+	C20orf141
chr20	2812986	2816986	+	C20orf141
chr20	2839151	2843151	-	PCED1A
chr20	2838744	2842744	+	VPS16
chr20	2838655	2842655	-	PCED1A
chr20	3069619	3073619	+	OXT
chr20	3041621	3045621	+	GNRH2
chr20	3082724	3086724	-	AVP
chr20	3044051	3048051	+	MRPS26
chr20	3157865	3161865	-	FASTKD5
chr20	3171549	3175549	-	LZTS3
chr20	3207497	3211497	+	ITPA
chr20	3206675	3210675	+	ITPA
chr20	3237190	3241190	-	SLC4A11
chr20	3202682	3206682	-	DDRGK1
chr20	3235727	3239727	-	SLC4A11
chr20	3236187	3240187	-	SLC4A11
chr20	3661399	3665399	-	GFRA4
chr20	3730684	3734684	+	HSPA12B
chr20	3765753	3769753	-	C20orf27
chr20	3784740	3788740	-	CENPB
chr20	3779448	3783448	-	SPEF1
chr20	3705234	3709234	-	SIGLEC1
chr20	3710600	3714600	-	SIGLEC1
chr20	3818546	3822546	+	AP5S1
chr20	3844833	3848833	+	MAVS
chr20	3844798	3848798	+	MAVS
chr20	3818523	3822523	+	AP5S1
chr20	3887815	3891815	+	PANK2
chr20	3887386	3891386	+	PANK2
chr20	3886933	3890933	+	PANK2
chr20	3886780	3890780	+	PANK2
chr20	3887801	3891801	+	PANK2
chr20	4146778	4150778	+	SMOX
chr20	4146827	4150827	+	SMOX
chr20	4247287	4251287	-	ADRA1D
chr20	4684455	4688455	+	PRNP
chr20	4719908	4723908	+	PRND
chr20	4821608	4825608	-	RASSF2
chr20	4813123	4817123	-	RASSF2
chr20	5124622	5128622	-	PCNA
chr20	5117958	5121958	-	PCNA
chr20	5125007	5129007	+	CDS2
chr20	5314954	5318954	-	PROKR2
chr20	5609006	5613006	-	GPCPD1
chr20	5948558	5952558	-	TRMT6
chr20	5948651	5952651	+	MCM8
chr20	5948533	5952533	-	TRMT6
chr20	5909509	5913509	+	CHGB
chr20	6121030	6125030	-	FERMT1
chr20	6052060	6056060	-	LRRN4
chr20	6765685	6769685	+	BMP2
chr20	7938458	7942458	-	HAO1
chr20	9512357	9516357	+	LAMP5
chr20	9512589	9516589	+	LAMP5
chr20	10032986	10036986	+	ANKEF1
chr20	10429925	10433925	-	MKKS
chr20	10432222	10436222	-	MKKS
chr20	10671999	10675999	-	JAG1
chr20	11915864	11919864	+	BTBD3
chr20	11890492	11894492	+	BTBD3
chr20	11915892	11919892	+	BTBD3
chr20	11888722	11892722	+	BTBD3
chr20	13783025	13787025	+	NDUFAF5
chr20	13783027	13787027	+	NDUFAF5
chr20	14335612	14339612	-	FLRT3
chr20	14335667	14339667	-	FLRT3
chr20	16728025	16732025	+	SNRPB2
chr20	16746357	16750357	+	OTOR
chr20	17556833	17560833	-	BFSP1
chr20	17529379	17533379	-	BFSP1
chr20	17680242	17684242	-	RRBP1
chr20	17568074	17572074	+	DSTN
chr20	17697947	17701947	+	BANF2
chr20	17697965	17701965	+	BANF2
chr20	18057188	18061188	-	OVOL2
chr20	17967017	17971017	+	MGME1
chr20	17966942	17970942	+	MGME1
chr20	18055916	18059916	-	OVOL2
chr20	18135862	18139862	+	PET117
chr20	18135862	18139862	+	KAT14
chr20	18286227	18290227	+	ZNF133
chr20	18286526	18290526	+	ZNF133
chr20	18465030	18469030	-	DZANK1
chr20	18465185	18469185	-	DZANK1
chr20	18565419	18569419	+	SMIM26
chr20	18565431	18569431	+	SMIM26
chr20	18505939	18509939	+	SEC23B
chr20	18495225	18499225	-	RBBP9
chr20	18505481	18509481	+	SEC23B
chr20	18811782	18815782	+	SCP2D1
chr20	20050466	20054466	-	CRNKL1
chr20	20015289	20019289	+	NAA20
chr20	20015794	20019794	+	NAA20
chr20	20015361	20019361	+	NAA20
chr20	20054645	20058645	+	CFAP61
chr20	20366103	20370103	+	INSM1
chr20	21395526	21399526	-	NKX2-4
chr20	21512064	21516064	-	NKX2-2
chr20	21703663	21707663	+	PAX1
chr20	21703658	21707658	+	PAX1
chr20	22582572	22586572	-	FOXA2
chr20	22583490	22587490	-	FOXA2
chr20	23047672	23051672	-	THBD
chr20	23033311	23037311	+	SSTR4
chr20	23084324	23088324	-	CD93
chr20	23360181	23364181	+	GZF1
chr20	23419519	23423519	-	NAPB
chr20	23419488	23423488	-	NAPB
chr20	23362362	23366362	+	GZF1
chr20	23450876	23454876	-	CST11
chr20	23437684	23441684	+	CSTL1
chr20	23348790	23352790	+	NXT1
chr20	23489116	23493116	+	CST8
chr20	23566484	23570484	-	CST9L
chr20	23635955	23639955	-	CST3
chr20	23603917	23607917	-	CST9
chr20	23687038	23691038	-	CST4
chr20	23824729	23828729	-	CST2
chr20	23748935	23752935	-	CST1
chr20	23877748	23881748	-	CST5
chr20	24947268	24951268	+	CST7
chr20	25030706	25034706	-	ACSS1
chr20	24990751	24994751	-	APMAP
chr20	25080141	25084141	-	VSX1
chr20	25076052	25080052	-	VSX1
chr20	25193669	25197669	+	ENTPD6
chr20	25193912	25197912	+	ENTPD6
chr20	25193711	25197711	+	ENTPD6
chr20	25622014	25626014	-	NANP
chr20	25684939	25688939	-	ZNF337
chr20	31306585	31310585	-	DEFB116
chr20	31255663	31259663	+	DEFB115
chr20	31410838	31414838	-	DEFB121
chr20	31404215	31408215	-	DEFB121
chr20	31388590	31392590	-	DEFB119
chr20	31366600	31370600	+	DEFB118
chr20	31438631	31442631	+	DEFB123
chr20	31473287	31477287	+	REM1
chr20	31471013	31475013	-	DEFB124
chr20	31512409	31516409	+	HM13
chr20	31512441	31516441	+	HM13
chr20	31603288	31607288	+	ID1
chr20	31635911	31639911	+	COX4I2
chr20	31817355	31821355	+	MYLK2
chr20	31737289	31741289	+	TPX2
chr20	31843604	31847604	-	FOXS1
chr20	31877816	31881816	+	TTLL9
chr20	31868744	31872744	-	DUSP15
chr20	31868633	31872633	+	TTLL9
chr20	31868231	31872231	-	DUSP15
chr20	31950046	31954046	-	PDRG1
chr20	31868241	31872241	-	DUSP15
chr20	32050241	32054241	+	HCK
chr20	32008437	32012437	+	CCM2L
chr20	32205743	32209743	-	PLAGL2
chr20	32205879	32209879	+	POFUT1
chr20	32275650	32279650	+	KIF3B
chr20	32356343	32360343	+	ASXL1
chr20	32481490	32485490	-	NOL4L
chr20	32741467	32745467	-	COMMD7
chr20	32817953	32821953	+	MAPRE1
chr20	32777851	32781851	+	DNMT3B
chr20	33002433	33006433	-	SUN5
chr20	33005703	33009703	+	BPIFB2
chr20	33053330	33057330	+	BPIFB3
chr20	33079511	33083511	+	BPIFB4
chr20	33051902	33055902	+	BPIFB3
chr20	33029647	33033647	+	BPIFB6
chr20	33233995	33237995	+	BPIFA1
chr20	33166158	33170158	+	BPIFA2
chr20	33159769	33163769	+	BPIFA2
chr20	33215309	33219309	+	BPIFA3
chr20	33215351	33219351	+	BPIFA3
chr20	33399569	33403569	-	CDK5RAP1
chr20	33399519	33403519	-	CDK5RAP1
chr20	33560364	33564364	+	CBFA2T2
chr20	33672428	33676428	-	NECAB3
chr20	33664942	33668942	+	ACTL10
chr20	33660326	33664326	+	C20orf144
chr20	33729759	33733759	+	ZNF341
chr20	33718310	33722310	-	PXMP4
chr20	33729995	33733995	+	ZNF341
chr20	34110243	34114243	-	EIF2S2
chr20	34301355	34305355	-	AHCY
chr20	34300990	34304990	-	AHCY
chr20	34309802	34313802	-	AHCY
chr20	34239422	34243422	+	ASIP
chr20	34556717	34560717	+	MAP1LC3A
chr20	34544843	34548843	+	MAP1LC3A
chr20	34513601	34517601	+	DYNLRB1
chr20	34514421	34518421	+	DYNLRB1
chr20	34702343	34706343	+	TP53INP2
chr20	34702718	34706718	+	TP53INP2
chr20	34953635	34957635	-	GSS
chr20	34872962	34876962	+	ACSS2
chr20	34874611	34878611	+	ACSS2
chr20	34874524	34878524	+	ACSS2
chr20	34954027	34958027	-	GSS
chr20	34953806	34957806	-	GSS
chr20	35090807	35094807	-	TRPC4AP
chr20	35090815	35094815	-	TRPC4AP
chr20	35170071	35174071	+	PROCR
chr20	35282717	35286717	-	EIF6
chr20	35276122	35280122	-	MMP24OS
chr20	35282772	35286772	-	EIF6
chr20	35290425	35294425	-	FAM83C
chr20	35436228	35440228	-	GDF5
chr20	35452749	35456749	-	GDF5
chr20	35457982	35461982	+	CEP250
chr20	35453597	35457597	+	CEP250
chr20	35540077	35544077	+	ERGIC3
chr20	35527652	35531652	-	C20orf173
chr20	35613828	35617828	+	SPAG4
chr20	35613883	35617883	+	SPAG4
chr20	35697352	35701352	-	NFS1
chr20	35740260	35744260	-	RBM39
chr20	35697404	35701404	+	ROMO1
chr20	35966589	35970589	+	CNBD2
chr20	35953359	35957359	-	SCAND1
chr20	35952502	35956502	-	SCAND1
chr20	35957472	35961472	-	SCAND1
chr20	36234477	36238477	+	AAR2
chr20	36234416	36238416	+	AAR2
chr20	36459467	36463467	+	DLGAP4
chr20	36539518	36543518	+	MYL9
chr20	36459794	36463794	+	DLGAP4
chr20	36571596	36575596	+	TGIF2
chr20	36572553	36576553	+	TGIF2
chr20	36644196	36648196	-	SLA2
chr20	36603778	36607778	+	RAB5IF
chr20	36571472	36575472	+	TGIF2
chr20	36572514	36576514	+	TGIF2-RAB5IF
chr20	36771763	36775763	-	DSN1
chr20	36771751	36775751	-	DSN1
chr20	36874120	36878120	+	TLDC2
chr20	36949708	36953708	-	SAMHD1
chr20	36874137	36878137	+	TLDC2
chr20	37177548	37181548	-	MROH8
chr20	37287654	37291654	+	MANBAL
chr20	37288268	37292268	+	MANBAL
chr20	37259814	37263814	-	GHRH
chr20	37525876	37529876	-	BLCAP
chr20	37519249	37523249	+	NNAT
chr20	37525931	37529931	-	BLCAP
chr20	37518589	37522589	-	BLCAP
chr20	37518303	37522303	-	BLCAP
chr20	37522453	37526453	-	BLCAP
chr20	37525732	37529732	-	BLCAP
chr20	37901126	37905126	+	VSTM2L
chr20	38031745	38035745	+	RPRD1B
chr20	38258735	38262735	-	KIAA1755
chr20	38344481	38348481	+	LBP
chr20	38302155	38306155	+	BPI
chr20	38599808	38603808	+	ARHGAP40
chr20	38579196	38583196	+	ADIG
chr20	38746459	38750459	+	ACTR5
chr20	38722485	38726485	+	SLC32A1
chr20	38803696	38807696	+	PPP1R16B
chr20	38960343	38964343	+	DHX35
chr20	40687236	40691236	-	MAFB
chr20	41026821	41030821	+	TOP1
chr20	41270256	41274256	-	ZHX3
chr20	41338820	41342820	+	LPIN3
chr20	41364818	41368818	-	EMILIN3
chr20	43455895	43459895	+	SRSF6
chr20	43563114	43567114	+	SGK2
chr20	43564096	43568096	+	SGK2
chr20	43557026	43561026	+	SGK2
chr20	43665113	43669113	+	MYBL2
chr20	43665018	43669018	+	MYBL2
chr20	43725002	43729002	-	GTSF1L
chr20	44245307	44249307	+	GDAP1L1
chr20	44245257	44249257	+	GDAP1L1
chr20	44245098	44249098	+	GDAP1L1
chr20	44208771	44212771	-	OSER1
chr20	44309202	44313202	-	FITM2
chr20	44353800	44357800	+	HNF4A
chr20	44335042	44339042	+	R3HDML
chr20	44520116	44524116	-	SERINC3
chr20	44473873	44477873	+	TTPAL
chr20	44520070	44524070	-	SERINC3
chr20	44649699	44653699	-	ADA
chr20	44649758	44653758	-	ADA
chr20	44580578	44584578	+	PKIG
chr20	44712843	44716843	+	CCN5
chr20	44808546	44812546	-	RIMS4
chr20	44743864	44747864	+	KCNK15
chr20	44883704	44887704	+	YWHAB
chr20	44908059	44912059	+	PABPC1L
chr20	44964511	44968511	+	STK4
chr20	45205032	45209032	+	SEMG1
chr20	45172901	45176901	+	PI3
chr20	45113174	45117174	-	WFDC5
chr20	45099127	45103127	-	KCNS1
chr20	45122465	45126465	-	WFDC12
chr20	45219372	45223372	+	SEMG2
chr20	45306529	45310529	-	MATN4
chr20	45304839	45308839	+	RBPJL
chr20	45252564	45256564	-	SLPI
chr20	45346424	45350424	-	SDC4
chr20	45306297	45310297	-	MATN4
chr20	45306299	45310299	-	MATN4
chr20	45467752	45471752	+	WFDC2
chr20	45359948	45363948	+	SYS1
chr20	45414140	45418140	+	PIGT
chr20	45361155	45365155	+	SYS1
chr20	45376325	45380325	-	TP53TG5
chr20	45404220	45408220	+	DBNDD2
chr20	45403992	45407992	+	DBNDD2
chr20	45404051	45408051	+	DBNDD2
chr20	45404574	45408574	+	DBNDD2
chr20	45406288	45410288	+	DBNDD2
chr20	45545401	45549401	-	EPPIN
chr20	45513622	45517622	-	SPINT3
chr20	45577284	45581284	-	WFDC8
chr20	45545401	45549401	-	EPPIN-WFDC6
chr20	45537482	45541482	-	WFDC6
chr20	45627738	45631738	+	WFDC10A
chr20	45668239	45672239	-	WFDC11
chr20	45703019	45707019	-	WFDC10B
chr20	45720346	45724346	+	SPINT4
chr20	45700037	45704037	+	WFDC13
chr20	45810575	45814575	+	UBE2C
chr20	45810994	45814994	+	UBE2C
chr20	45831798	45835798	+	SNX21
chr20	45825312	45829312	-	TNNC2
chr20	45810643	45814643	+	UBE2C
chr20	45855392	45859392	-	ACOT8
chr20	45789883	45793883	-	WFDC3
chr20	45789953	45793953	+	DNTTIP1
chr20	45889334	45893334	+	CTSA
chr20	45889287	45893287	-	NEURL2
chr20	45910364	45914364	-	PLTP
chr20	45888143	45892143	+	CTSA
chr20	45879226	45883226	+	ZSWIM1
chr20	45910155	45914155	-	PLTP
chr20	45908994	45912994	-	PLTP
chr20	45970203	45974203	-	ZNF335
chr20	45932682	45936682	+	PCIF1
chr20	45885622	45889622	-	SPATA25
chr20	46087962	46091962	-	NCOA5
chr20	46116313	46120313	+	CD40
chr20	46019685	46023685	+	SLC12A5
chr20	46006907	46010907	+	MMP9
chr20	46027214	46031214	+	SLC12A5
chr20	46362425	46366425	-	SLC35C2
chr20	46362458	46366458	-	SLC35C2
chr20	46511572	46515572	-	ZNF334
chr20	46548654	46552654	-	OCSTAMP
chr20	46649459	46653459	-	SLC13A3
chr20	46707648	46711648	+	SLC2A10
chr20	46687444	46691444	-	TP53RK
chr20	49044245	49048245	+	CSE1L
chr20	49044311	49048311	+	CSE1L
chr20	49276057	49280057	-	ZNFX1
chr20	49217415	49221415	+	DDX27
chr20	49810712	49814712	+	SLC9A8
chr20	49913529	49917529	-	SPATA2
chr20	49810827	49814827	+	SLC9A8
chr20	49911739	49915739	-	SPATA2
chr20	49980979	49984979	+	SNAI1
chr20	50188829	50192829	+	CEBPB
chr20	50111150	50115150	-	UBE2V1
chr20	50111198	50115198	-	UBE2V1
chr20	50113957	50117957	-	UBE2V1
chr20	50188582	50192582	+	CEBPB
chr20	50151723	50155723	-	PEDS1-UBE2V1
chr20	50151723	50155723	-	PEDS1
chr20	50265485	50269485	+	PELATON
chr20	50508320	50512320	+	PTPN1
chr20	50508382	50512382	+	PTPN1
chr20	50729579	50733579	+	PARD6B
chr20	50956564	50960564	-	DPM1
chr20	50907791	50911791	-	ADNP
chr20	50929437	50933437	-	ADNP
chr20	50956817	50960817	+	MOCS3
chr20	50956532	50960532	-	DPM1
chr20	51021107	51025107	-	KCNG1
chr20	51800521	51804521	-	SALL4
chr20	52103484	52107484	-	ZFP64
chr20	53591839	53595839	-	ZNF217
chr20	54206086	54210086	+	PFDN4
chr20	54171986	54175986	-	CYP24A1
chr20	56003519	56007519	-	CBLN4
chr20	56246731	56250731	+	MC3R
chr20	56390215	56394215	-	AURKA
chr20	56390644	56394644	+	CSTF1
chr20	56390337	56394337	-	AURKA
chr20	56410035	56414035	+	CASS4
chr20	56410259	56414259	+	CASS4
chr20	56390370	56394370	+	CSTF1
chr20	56531245	56535245	+	FAM209B
chr20	56522743	56526743	+	FAM209A
chr20	56627305	56631305	+	TFAP2C
chr20	57264641	57268641	-	BMP7
chr20	57357498	57361498	-	MTRNR2L3
chr20	57327802	57331802	+	SPO11
chr20	57389395	57393395	+	RBM38
chr20	57349561	57353561	+	RAE1
chr20	57349254	57353254	+	RAE1
chr20	57523127	57527127	-	CTCFL
chr20	57523140	57527140	-	CTCFL
chr20	57522867	57526867	-	CTCFL
chr20	57523652	57527652	-	CTCFL
chr20	57618426	57622426	-	ZBP1
chr20	57559109	57563109	+	PCK1
chr20	58148901	58152901	+	C20orf85
chr20	58226653	58230653	-	ANKRD60
chr20	58387228	58391228	+	VAPB
chr20	58513399	58517399	-	APCDD1L
chr20	58690799	58694799	+	NPEPL1
chr20	58649282	58653282	+	STX16
chr20	58687130	58691130	+	NPEPL1
chr20	58850980	58854980	+	GNAS
chr20	58889420	58893420	+	GNAS
chr20	58887179	58891179	+	GNAS
chr20	59017428	59021428	+	TUBB1
chr20	59005254	59009254	-	CTSZ
chr20	59040786	59044786	-	PRELID3B
chr20	59030335	59034335	-	ATP5F1E
chr20	59298610	59302610	+	EDN3
chr20	59938388	59942388	+	FAM217B
chr20	59994373	59998373	+	CDH26
chr20	59931778	59935778	+	FAM217B
chr20	59938305	59942305	-	PPP1R3D
chr20	59956422	59960422	+	CDH26
chr20	62141768	62145768	+	SS18L1
chr20	62218278	62222278	-	HRH3
chr20	62141394	62145394	-	PSMA7
chr20	62181027	62185027	+	MTG2
chr20	62300996	62304996	+	ADRM1
chr20	62300895	62304895	+	ADRM1
chr20	62365312	62369312	-	LAMA5
chr20	62385102	62389102	+	RPS21
chr20	62425539	62429539	-	RBBP8NL
chr20	62473995	62477995	-	GATA5
chr20	62548452	62552452	+	MIR1-1HG
chr20	62706835	62710835	+	NTSR1
chr20	62859822	62863822	-	TCFL5
chr20	62794472	62798472	+	MRGBP
chr20	62842565	62846565	+	DPH3P1
chr20	62815049	62819049	+	COL9A3
chr20	62802834	62806834	+	OGFR
chr20	62936146	62940146	+	GID8
chr20	62950708	62954708	+	SLC17A9
chr20	63004964	63008964	-	BHLHE23
chr20	63270812	63274812	+	ARFGAP1
chr20	63233904	63237904	+	BIRC7
chr20	63251495	63255495	-	NKAIN4
chr20	63252463	63256463	-	NKAIN4
chr20	63270784	63274784	+	ARFGAP1
chr20	63214131	63218131	-	YTHDF1
chr20	63359349	63363349	-	CHRNA4
chr20	63497083	63501083	-	EEF1A2
chr20	63535370	63539370	-	PTK6
chr20	63552158	63556158	+	FNDC11
chr20	63518764	63522764	+	PPDPF
chr20	63551019	63555019	+	FNDC11
chr20	63565754	63569754	-	HELZ2
chr20	63535376	63539376	-	PTK6
chr20	63545504	63549504	-	SRMS
chr20	63651424	63655424	-	STMN3
chr20	63655809	63659809	+	RTEL1
chr20	63656311	63660311	+	RTEL1
chr20	63625101	63629101	-	GMEB2
chr20	63694651	63698651	+	TNFRSF6B
chr20	63650766	63654766	-	STMN3
chr20	63706027	63710027	+	ZGPAT
chr20	63829264	63833264	-	ZBTB46
chr20	63737775	63741775	+	SLC2A4RG
chr20	63733700	63737700	+	LIME1
chr20	63705441	63709441	+	ZGPAT
chr20	63734663	63738663	+	LIME1
chr20	63803503	63807503	-	ZBTB46
chr20	63706038	63710038	+	ZGPAT
chr20	63863227	63867227	+	TPD52L2
chr20	63954416	63958416	-	UCKL1
chr20	63863269	63867269	+	TPD52L2
chr20	63949187	63953187	-	UCKL1
chr20	63893125	63897125	+	DNAJC5
chr20	63859497	63863497	+	ABHD16B
chr20	64031726	64035726	+	C20orf204
chr20	64082359	64086359	-	LKAAEAR1
chr20	64061197	64065197	+	TCEA2
chr20	64077518	64081518	-	RGS19
chr20	64047639	64051639	-	SOX18
chr20	64077964	64081964	-	RGS19
chr20	64054971	64058971	+	TCEA2
chr20	63979131	63983131	+	PRPF6
chr20	63977642	63981642	-	SAMD10
chr20	64105565	64109565	-	NPBWR2
chr20	64253694	64257694	+	PCMTD2
chr20	64253747	64257747	+	PCMTD2
chr21	41952018	41956018	-	C2CD2
chr21	33541037	33545037	+	SON
chr21	10411531	10415531	+	BAGE4
chr21	10411531	10415531	+	BAGE3
chr21	13607776	13611776	+	POTED
chr21	31557087	31561087	-	TIAM1
chr21	32410705	32414705	+	EVA1C
chr21	32409722	32413722	+	EVA1C
chr21	36697114	36701114	+	SIM2
chr21	34613113	34617113	-	RCAN1
chr21	37914457	37918457	-	KCNJ6
chr21	34611843	34615843	-	RCAN1
chr21	34612446	34616446	-	RCAN1
chr21	42972561	42976561	+	PKNOX1
chr21	45072579	45076579	+	ADARB1
chr21	44010308	44014308	+	TRAPPC10
chr21	46153579	46157579	-	FTCD
chr21	42972509	42976509	+	PKNOX1
chr21	45073050	45077050	+	ADARB1
chr21	7062425	7066425	+	LOC102723360
chr21	7046858	7050858	+	LOC102724843
chr21	7046858	7050858	+	LOC102724219
chr21	7046858	7050858	+	LOC102724951
chr21	14208955	14212955	-	LIPI
chr21	14204949	14208949	-	LIPI
chr21	14581402	14585402	-	SAMSN1
chr21	15727981	15731981	+	USP25
chr21	15727933	15731933	+	USP25
chr21	17511042	17515042	+	CXADR
chr21	17510905	17514905	+	CXADR
chr21	18401785	18405785	-	TMPRSS15
chr21	17915339	17919339	+	CHODL
chr21	20996408	21000408	+	NCAM2
chr21	21145161	21149161	+	NCAM2
chr21	25637281	25641281	+	JAM2
chr21	25637257	25641257	+	JAM2
chr21	26168770	26172770	-	APP
chr21	26169128	26173128	-	APP
chr21	26138390	26142390	-	APP
chr21	26571286	26575286	-	CYYR1
chr21	29075113	29079113	+	MAP3K7CL
chr21	28990877	28994877	-	LTN1
chr21	29090253	29094253	+	MAP3K7CL
chr21	29937996	29941996	-	GRIK1
chr21	29938052	29942052	-	GRIK1
chr21	31342354	31346354	-	TIAM1
chr21	31730118	31734118	-	SCAF4
chr21	32391012	32395012	-	URB1
chr21	31871019	31875019	+	HUNK
chr21	32726040	32730040	-	SYNJ1
chr21	33400895	33404895	+	IFNGR2
chr21	32725939	32729939	-	SYNJ1
chr21	33264366	33268366	+	IL10RB
chr21	33401412	33405412	+	IFNGR2
chr21	32725921	32729921	-	SYNJ1
chr21	32769755	32773755	-	PAXBP1
chr21	32726013	32730013	-	SYNJ1
chr21	34509339	34513339	-	KCNE1
chr21	34509315	34513315	-	KCNE1
chr21	34071577	34075577	+	SLC5A3
chr21	33640500	33644500	+	ITSN1
chr21	34510210	34514210	-	KCNE1
chr21	34071577	34075577	+	MRPS6
chr21	34886699	34890699	-	RUNX1
chr21	35047302	35051302	-	RUNX1
chr21	36162540	36166540	+	DOP1B
chr21	36154781	36158781	+	DOP1B
chr21	36574569	36578569	-	CLDN14
chr21	36058526	36062526	-	SETD4
chr21	36058364	36062364	-	SETD4
chr21	37266108	37270108	-	VPS26C
chr21	36978994	36982994	-	HLCS
chr21	36978897	36982897	-	HLCS
chr21	36988211	36992211	-	HLCS
chr21	36960358	36964358	-	HLCS
chr21	37265334	37269334	-	VPS26C
chr21	37363572	37367572	+	DYRK1A
chr21	37364933	37368933	+	DYRK1A
chr21	37364072	37368072	+	DYRK1A
chr21	37364772	37368772	+	DYRK1A
